"date","Dólar","Salario_Minimo","Reservas_Internacionais","Selic","IPCA"
"1999-12-31",1.789,136,36342,19,0.6
"2000-01-03",1.8011,136,36342,19,0.6
"2000-01-04",1.8337,136,36342,19,0.6
"2000-01-05",1.8544,136,36342,19,0.6
"2000-01-06",1.8461,136,36342,19,0.6
"2000-01-07",1.8281,136,36342,19,0.6
"2000-01-10",1.8161,136,36342,19,0.6
"2000-01-11",1.8219,136,36342,19,0.6
"2000-01-12",1.8314,136,36342,19,0.6
"2000-01-13",1.8193,136,36342,19,0.6
"2000-01-14",1.7997,136,36342,19,0.6
"2000-01-17",1.7957,136,36342,19,0.6
"2000-01-18",1.7924,136,36342,19,0.6
"2000-01-19",1.7984,136,36342,19,0.6
"2000-01-20",1.7801,136,36342,19,0.6
"2000-01-21",1.7784,136,36342,19,0.6
"2000-01-24",1.7652,136,36342,19,0.6
"2000-01-25",1.7741,136,36342,19,0.6
"2000-01-26",1.7769,136,36342,19,0.6
"2000-01-27",1.7753,136,36342,19,0.6
"2000-01-28",1.7875,136,36342,19,0.6
"2000-01-31",1.8024,136,36342,19,0.6
"2000-02-01",1.7932,136,38364,19,0.13
"2000-02-02",1.79,136,38364,19,0.13
"2000-02-03",1.7779,136,38364,19,0.13
"2000-02-04",1.7785,136,38364,19,0.13
"2000-02-07",1.7659,136,38364,19,0.13
"2000-02-08",1.7654,136,38364,19,0.13
"2000-02-09",1.7632,136,38364,19,0.13
"2000-02-10",1.7695,136,38364,19,0.13
"2000-02-11",1.7647,136,38364,19,0.13
"2000-02-14",1.7699,136,38364,19,0.13
"2000-02-15",1.7764,136,38364,19,0.13
"2000-02-16",1.7732,136,38364,19,0.13
"2000-02-17",1.774,136,38364,19,0.13
"2000-02-18",1.7705,136,38364,19,0.13
"2000-02-21",1.7784,136,38364,19,0.13
"2000-02-22",1.7825,136,38364,19,0.13
"2000-02-23",1.7886,136,38364,19,0.13
"2000-02-24",1.7779,136,38364,19,0.13
"2000-02-25",1.7741,136,38364,19,0.13
"2000-02-28",1.7788,136,38364,19,0.13
"2000-02-29",1.7685,136,38364,19,0.13
"2000-03-01",1.7678,136,39200,19,0.22
"2000-03-02",1.76,136,39200,19,0.22
"2000-03-03",1.7511,136,39200,19,0.22
"2000-03-08",1.7498,136,39200,19,0.22
"2000-03-09",1.7343,136,39200,19,0.22
"2000-03-10",1.7386,136,39200,19,0.22
"2000-03-13",1.7502,136,39200,19,0.22
"2000-03-14",1.7372,136,39200,19,0.22
"2000-03-15",1.7431,136,39200,19,0.22
"2000-03-16",1.7357,136,39200,19,0.22
"2000-03-17",1.7407,136,39200,19,0.22
"2000-03-20",1.7388,136,39200,19,0.22
"2000-03-21",1.7381,136,39200,19,0.22
"2000-03-22",1.7305,136,39200,19,0.22
"2000-03-23",1.7242,136,39200,19,0.22
"2000-03-24",1.7234,136,39200,19,0.22
"2000-03-27",1.7362,136,39200,19,0.22
"2000-03-28",1.7456,136,39200,19,0.22
"2000-03-29",1.7379,136,39200,18.5,0.22
"2000-03-30",1.7522,136,39200,18.5,0.22
"2000-03-31",1.7473,136,39200,18.5,0.22
"2000-04-03",1.7407,136,39200,18.5,0.22
"2000-04-04",1.7425,136,39200,18.5,0.22
"2000-04-05",1.7532,136,39200,18.5,0.22
"2000-04-06",1.7423,136,39200,18.5,0.22
"2000-04-07",1.7439,136,39200,18.5,0.22
"2000-04-10",1.7387,136,39200,18.5,0.22
"2000-04-11",1.7448,136,39200,18.5,0.22
"2000-04-12",1.7471,136,39200,18.5,0.22
"2000-04-13",1.7633,136,39200,18.5,0.22
"2000-04-14",1.7833,136,39200,18.5,0.22
"2000-04-17",1.7873,136,39200,18.5,0.22
"2000-04-18",1.7696,136,39200,18.5,0.22
"2000-04-19",1.7662,136,39200,18.5,0.22
"2000-04-20",1.7784,136,39200,18.5,0.22
"2000-04-24",1.7916,136,39200,18.5,0.22
"2000-04-25",1.7888,136,39200,18.5,0.22
"2000-04-26",1.7985,136,39200,18.5,0.22
"2000-04-27",1.8083,136,39200,18.5,0.22
"2000-04-28",1.8067,136,39200,18.5,0.22
"2000-05-02",1.8008,136,39200,18.5,0.22
"2000-05-03",1.8162,136,39200,18.5,0.22
"2000-05-04",1.8144,136,39200,18.5,0.22
"2000-05-05",1.8118,136,39200,18.5,0.22
"2000-05-08",1.8058,136,39200,18.5,0.22
"2000-05-09",1.8079,136,39200,18.5,0.22
"2000-05-10",1.8169,136,39200,18.5,0.22
"2000-05-11",1.8162,136,39200,18.5,0.22
"2000-05-12",1.8266,136,39200,18.5,0.22
"2000-05-15",1.8382,136,39200,18.5,0.22
"2000-05-16",1.8198,136,39200,18.5,0.22
"2000-05-17",1.8292,136,39200,18.5,0.22
"2000-05-18",1.8305,136,39200,18.5,0.22
"2000-05-19",1.8454,136,39200,18.5,0.22
"2000-05-22",1.8468,136,39200,18.5,0.22
"2000-05-23",1.8537,136,39200,18.5,0.22
"2000-05-24",1.8537,136,39200,18.5,0.22
"2000-05-25",1.8392,136,39200,18.5,0.22
"2000-05-26",1.8455,136,39200,18.5,0.22
"2000-05-29",1.8388,136,39200,18.5,0.22
"2000-05-30",1.8305,136,39200,18.5,0.22
"2000-05-31",1.8266,136,39200,18.5,0.22
"2000-06-01",1.8202,151,28265,18.5,0.23
"2000-06-02",1.8104,151,28265,18.5,0.23
"2000-06-05",1.7933,151,28265,18.5,0.23
"2000-06-06",1.7899,151,28265,18.5,0.23
"2000-06-07",1.8036,151,28265,18.5,0.23
"2000-06-08",1.7948,151,28265,18.5,0.23
"2000-06-09",1.7999,151,28265,18.5,0.23
"2000-06-12",1.804,151,28265,18.5,0.23
"2000-06-13",1.81,151,28265,18.5,0.23
"2000-06-14",1.8107,151,28265,18.5,0.23
"2000-06-15",1.8079,151,28265,18.5,0.23
"2000-06-16",1.8073,151,28265,18.5,0.23
"2000-06-19",1.803,151,28265,18.5,0.23
"2000-06-20",1.7991,151,28265,18.5,0.23
"2000-06-21",1.8121,151,28265,17.5,0.23
"2000-06-23",1.8203,151,28265,17.5,0.23
"2000-06-26",1.8282,151,28265,17.5,0.23
"2000-06-27",1.8235,151,28265,17.5,0.23
"2000-06-28",1.8195,151,28265,17.5,0.23
"2000-06-29",1.8172,151,28265,17.5,0.23
"2000-06-30",1.8,151,28265,17.5,0.23
"2000-07-03",1.808,151,28265,17.5,0.23
"2000-07-04",1.8121,151,28265,17.5,0.23
"2000-07-05",1.8047,151,28265,17.5,0.23
"2000-07-06",1.797,151,28265,17.5,0.23
"2000-07-07",1.7972,151,28265,17.5,0.23
"2000-07-10",1.8006,151,28265,17,0.23
"2000-07-11",1.7972,151,28265,17,0.23
"2000-07-12",1.8034,151,28265,17,0.23
"2000-07-13",1.8104,151,28265,17,0.23
"2000-07-14",1.8106,151,28265,17,0.23
"2000-07-17",1.7979,151,28265,17,0.23
"2000-07-18",1.797,151,28265,17,0.23
"2000-07-19",1.8044,151,28265,17,0.23
"2000-07-20",1.8015,151,28265,16.5,0.23
"2000-07-21",1.7921,151,28265,16.5,0.23
"2000-07-24",1.7956,151,28265,16.5,0.23
"2000-07-25",1.7898,151,28265,16.5,0.23
"2000-07-26",1.7925,151,28265,16.5,0.23
"2000-07-27",1.7847,151,28265,16.5,0.23
"2000-07-28",1.7828,151,28265,16.5,0.23
"2000-07-31",1.7748,151,28265,16.5,0.23
"2000-08-01",1.788,151,31385,16.5,1.31
"2000-08-02",1.7916,151,31385,16.5,1.31
"2000-08-03",1.8079,151,31385,16.5,1.31
"2000-08-04",1.7919,151,31385,16.5,1.31
"2000-08-07",1.7961,151,31385,16.5,1.31
"2000-08-08",1.7992,151,31385,16.5,1.31
"2000-08-09",1.795,151,31385,16.5,1.31
"2000-08-10",1.7962,151,31385,16.5,1.31
"2000-08-11",1.7959,151,31385,16.5,1.31
"2000-08-14",1.8021,151,31385,16.5,1.31
"2000-08-15",1.8056,151,31385,16.5,1.31
"2000-08-16",1.807,151,31385,16.5,1.31
"2000-08-17",1.8096,151,31385,16.5,1.31
"2000-08-18",1.8174,151,31385,16.5,1.31
"2000-08-21",1.8199,151,31385,16.5,1.31
"2000-08-22",1.8169,151,31385,16.5,1.31
"2000-08-23",1.8186,151,31385,16.5,1.31
"2000-08-24",1.8204,151,31385,16.5,1.31
"2000-08-25",1.8213,151,31385,16.5,1.31
"2000-08-28",1.8277,151,31385,16.5,1.31
"2000-08-29",1.8349,151,31385,16.5,1.31
"2000-08-30",1.8259,151,31385,16.5,1.31
"2000-08-31",1.8234,151,31385,16.5,1.31
"2000-09-01",1.8218,151,31431,16.5,0.23
"2000-09-04",1.8255,151,31431,16.5,0.23
"2000-09-05",1.8294,151,31431,16.5,0.23
"2000-09-06",1.8207,151,31431,16.5,0.23
"2000-09-08",1.8224,151,31431,16.5,0.23
"2000-09-11",1.8199,151,31431,16.5,0.23
"2000-09-12",1.8279,151,31431,16.5,0.23
"2000-09-13",1.832,151,31431,16.5,0.23
"2000-09-14",1.8317,151,31431,16.5,0.23
"2000-09-15",1.8438,151,31431,16.5,0.23
"2000-09-18",1.8558,151,31431,16.5,0.23
"2000-09-19",1.8538,151,31431,16.5,0.23
"2000-09-20",1.8546,151,31431,16.5,0.23
"2000-09-21",1.8517,151,31431,16.5,0.23
"2000-09-22",1.8594,151,31431,16.5,0.23
"2000-09-25",1.842,151,31431,16.5,0.23
"2000-09-26",1.8506,151,31431,16.5,0.23
"2000-09-27",1.8492,151,31431,16.5,0.23
"2000-09-28",1.8479,151,31431,16.5,0.23
"2000-09-29",1.8437,151,31431,16.5,0.23
"2000-10-02",1.8483,151,31431,16.5,0.23
"2000-10-03",1.8498,151,31431,16.5,0.23
"2000-10-04",1.8529,151,31431,16.5,0.23
"2000-10-05",1.8501,151,31431,16.5,0.23
"2000-10-06",1.852,151,31431,16.5,0.23
"2000-10-09",1.8574,151,31431,16.5,0.23
"2000-10-10",1.8541,151,31431,16.5,0.23
"2000-10-11",1.8603,151,31431,16.5,0.23
"2000-10-13",1.8764,151,31431,16.5,0.23
"2000-10-16",1.8704,151,31431,16.5,0.23
"2000-10-17",1.8667,151,31431,16.5,0.23
"2000-10-18",1.8795,151,31431,16.5,0.23
"2000-10-19",1.8714,151,31431,16.5,0.23
"2000-10-20",1.8796,151,31431,16.5,0.23
"2000-10-23",1.8918,151,31431,16.5,0.23
"2000-10-24",1.8981,151,31431,16.5,0.23
"2000-10-25",1.9282,151,31431,16.5,0.23
"2000-10-26",1.934,151,31431,16.5,0.23
"2000-10-27",1.924,151,31431,16.5,0.23
"2000-10-30",1.9184,151,31431,16.5,0.23
"2000-10-31",1.909,151,31431,16.5,0.23
"2000-11-01",1.9099,151,32533,16.5,0.32
"2000-11-03",1.9286,151,32533,16.5,0.32
"2000-11-06",1.9462,151,32533,16.5,0.32
"2000-11-07",1.9573,151,32533,16.5,0.32
"2000-11-08",1.9503,151,32533,16.5,0.32
"2000-11-09",1.9683,151,32533,16.5,0.32
"2000-11-10",1.9566,151,32533,16.5,0.32
"2000-11-13",1.9579,151,32533,16.5,0.32
"2000-11-14",1.9441,151,32533,16.5,0.32
"2000-11-16",1.9486,151,32533,16.5,0.32
"2000-11-17",1.9609,151,32533,16.5,0.32
"2000-11-20",1.9365,151,32533,16.5,0.32
"2000-11-21",1.91,151,32533,16.5,0.32
"2000-11-22",1.9322,151,32533,16.5,0.32
"2000-11-23",1.9413,151,32533,16.5,0.32
"2000-11-24",1.956,151,32533,16.5,0.32
"2000-11-27",1.9571,151,32533,16.5,0.32
"2000-11-28",1.9778,151,32533,16.5,0.32
"2000-11-29",1.961,151,32533,16.5,0.32
"2000-11-30",1.9596,151,32533,16.5,0.32
"2000-12-01",1.9795,151,33011,16.5,0.59
"2000-12-04",1.9847,151,33011,16.5,0.59
"2000-12-05",1.9648,151,33011,16.5,0.59
"2000-12-06",1.9657,151,33011,16.5,0.59
"2000-12-07",1.9698,151,33011,16.5,0.59
"2000-12-08",1.9695,151,33011,16.5,0.59
"2000-12-11",1.9648,151,33011,16.5,0.59
"2000-12-12",1.9676,151,33011,16.5,0.59
"2000-12-13",1.9623,151,33011,16.5,0.59
"2000-12-14",1.9635,151,33011,16.5,0.59
"2000-12-15",1.9678,151,33011,16.5,0.59
"2000-12-18",1.9539,151,33011,16.5,0.59
"2000-12-19",1.9556,151,33011,16.5,0.59
"2000-12-20",1.9559,151,33011,16.5,0.59
"2000-12-21",1.9578,151,33011,15.75,0.59
"2000-12-22",1.9524,151,33011,15.75,0.59
"2000-12-26",1.9578,151,33011,15.75,0.59
"2000-12-27",1.9608,151,33011,15.75,0.59
"2000-12-28",1.9554,151,33011,15.75,0.59
"2000-12-29",1.9554,151,33011,15.75,0.59
"2001-01-02",1.9384,151,33011,15.75,0.59
"2001-01-03",1.9422,151,33011,15.75,0.59
"2001-01-04",1.9357,151,33011,15.75,0.59
"2001-01-05",1.9484,151,33011,15.75,0.59
"2001-01-08",1.9524,151,33011,15.75,0.59
"2001-01-09",1.9441,151,33011,15.75,0.59
"2001-01-10",1.9429,151,33011,15.75,0.59
"2001-01-11",1.9463,151,33011,15.75,0.59
"2001-01-12",1.9508,151,33011,15.75,0.59
"2001-01-15",1.9475,151,33011,15.75,0.59
"2001-01-16",1.9516,151,33011,15.75,0.59
"2001-01-17",1.9501,151,33011,15.75,0.59
"2001-01-18",1.9527,151,33011,15.25,0.59
"2001-01-19",1.9553,151,33011,15.25,0.59
"2001-01-22",1.9571,151,33011,15.25,0.59
"2001-01-23",1.9586,151,33011,15.25,0.59
"2001-01-24",1.9595,151,33011,15.25,0.59
"2001-01-25",1.9738,151,33011,15.25,0.59
"2001-01-26",1.974,151,33011,15.25,0.59
"2001-01-29",1.9753,151,33011,15.25,0.59
"2001-01-30",1.9714,151,33011,15.25,0.59
"2001-01-31",1.9711,151,33011,15.25,0.59
"2001-02-01",1.9739,151,35413,15.25,0.46
"2001-02-02",1.9934,151,35413,15.25,0.46
"2001-02-05",1.9945,151,35413,15.25,0.46
"2001-02-06",1.998,151,35413,15.25,0.46
"2001-02-07",2.0045,151,35413,15.25,0.46
"2001-02-08",1.9959,151,35413,15.25,0.46
"2001-02-09",1.9884,151,35413,15.25,0.46
"2001-02-12",1.9813,151,35413,15.25,0.46
"2001-02-13",1.9803,151,35413,15.25,0.46
"2001-02-14",1.9894,151,35413,15.25,0.46
"2001-02-15",1.9812,151,35413,15.25,0.46
"2001-02-16",1.994,151,35413,15.25,0.46
"2001-02-19",2.0027,151,35413,15.25,0.46
"2001-02-20",2.0063,151,35413,15.25,0.46
"2001-02-21",2.024,151,35413,15.25,0.46
"2001-02-22",2.0368,151,35413,15.25,0.46
"2001-02-23",2.0436,151,35413,15.25,0.46
"2001-02-28",2.0452,151,35413,15.25,0.46
"2001-03-01",2.0428,151,34407,15.25,0.38
"2001-03-02",2.0355,151,34407,15.25,0.38
"2001-03-05",2.0232,151,34407,15.25,0.38
"2001-03-06",2.0208,151,34407,15.25,0.38
"2001-03-07",2.0391,151,34407,15.25,0.38
"2001-03-08",2.0385,151,34407,15.25,0.38
"2001-03-09",2.0599,151,34407,15.25,0.38
"2001-03-12",2.0552,151,34407,15.25,0.38
"2001-03-13",2.0622,151,34407,15.25,0.38
"2001-03-14",2.0763,151,34407,15.25,0.38
"2001-03-15",2.0864,151,34407,15.25,0.38
"2001-03-16",2.1217,151,34407,15.25,0.38
"2001-03-19",2.1277,151,34407,15.25,0.38
"2001-03-20",2.0929,151,34407,15.25,0.38
"2001-03-21",2.1,151,34407,15.25,0.38
"2001-03-22",2.1419,151,34407,15.75,0.38
"2001-03-23",2.1586,151,34407,15.75,0.38
"2001-03-26",2.1373,151,34407,15.75,0.38
"2001-03-27",2.1236,151,34407,15.75,0.38
"2001-03-28",2.117,151,34407,15.75,0.38
"2001-03-29",2.1369,151,34407,15.75,0.38
"2001-03-30",2.1616,151,34407,15.75,0.38
"2001-04-02",2.1584,151,34407,15.75,0.38
"2001-04-03",2.1732,151,34407,15.75,0.38
"2001-04-04",2.1632,151,34407,15.75,0.38
"2001-04-05",2.1589,151,34407,15.75,0.38
"2001-04-06",2.1521,151,34407,15.75,0.38
"2001-04-09",2.1642,151,34407,15.75,0.38
"2001-04-10",2.1422,151,34407,15.75,0.38
"2001-04-11",2.1384,151,34407,15.75,0.38
"2001-04-12",2.1573,151,34407,15.75,0.38
"2001-04-16",2.1825,151,34407,15.75,0.38
"2001-04-17",2.1888,151,34407,15.75,0.38
"2001-04-18",2.175,151,34407,15.75,0.38
"2001-04-19",2.1882,151,34407,16.25,0.38
"2001-04-20",2.2364,151,34407,16.25,0.38
"2001-04-23",2.2586,151,34407,16.25,0.38
"2001-04-24",2.2538,151,34407,16.25,0.38
"2001-04-25",2.3011,151,34407,16.25,0.38
"2001-04-26",2.2541,151,34407,16.25,0.38
"2001-04-27",2.218,151,34407,16.25,0.38
"2001-04-30",2.1847,151,34407,16.25,0.38
"2001-05-02",2.2239,151,34407,16.25,0.38
"2001-05-03",2.2353,151,34407,16.25,0.38
"2001-05-04",2.2187,151,34407,16.25,0.38
"2001-05-07",2.1957,151,34407,16.25,0.38
"2001-05-08",2.2319,151,34407,16.25,0.38
"2001-05-09",2.2586,151,34407,16.25,0.38
"2001-05-10",2.2695,151,34407,16.25,0.38
"2001-05-11",2.2863,151,34407,16.25,0.38
"2001-05-14",2.3062,151,34407,16.25,0.38
"2001-05-15",2.3384,151,34407,16.25,0.38
"2001-05-16",2.3219,151,34407,16.25,0.38
"2001-05-17",2.3036,151,34407,16.25,0.38
"2001-05-18",2.2941,151,34407,16.25,0.38
"2001-05-21",2.3278,151,34407,16.25,0.38
"2001-05-22",2.3062,151,34407,16.25,0.38
"2001-05-23",2.3427,151,34407,16.25,0.38
"2001-05-24",2.3494,151,34407,16.75,0.38
"2001-05-25",2.3403,151,34407,16.75,0.38
"2001-05-28",2.3265,151,34407,16.75,0.38
"2001-05-29",2.3425,151,34407,16.75,0.38
"2001-05-30",2.3596,151,34407,16.75,0.38
"2001-05-31",2.36,151,34407,16.75,0.38
"2001-06-01",2.3833,180,37318,16.75,0.52
"2001-06-04",2.3629,180,37318,16.75,0.52
"2001-06-05",2.3895,180,37318,16.75,0.52
"2001-06-06",2.3821,180,37318,16.75,0.52
"2001-06-07",2.388,180,37318,16.75,0.52
"2001-06-08",2.3619,180,37318,16.75,0.52
"2001-06-11",2.3722,180,37318,16.75,0.52
"2001-06-12",2.3906,180,37318,16.75,0.52
"2001-06-13",2.4078,180,37318,16.75,0.52
"2001-06-15",2.4079,180,37318,16.75,0.52
"2001-06-18",2.4586,180,37318,16.75,0.52
"2001-06-19",2.4675,180,37318,16.75,0.52
"2001-06-20",2.4748,180,37318,16.75,0.52
"2001-06-21",2.4054,180,37318,18.25,0.52
"2001-06-22",2.3296,180,37318,18.25,0.52
"2001-06-25",2.2997,180,37318,18.25,0.52
"2001-06-26",2.3139,180,37318,18.25,0.52
"2001-06-27",2.3236,180,37318,18.25,0.52
"2001-06-28",2.2923,180,37318,18.25,0.52
"2001-06-29",2.3049,180,37318,18.25,0.52
"2001-07-02",2.3249,180,37318,18.25,0.52
"2001-07-03",2.3395,180,37318,18.25,0.52
"2001-07-04",2.3907,180,37318,18.25,0.52
"2001-07-05",2.4113,180,37318,18.25,0.52
"2001-07-06",2.4943,180,37318,18.25,0.52
"2001-07-09",2.4548,180,37318,18.25,0.52
"2001-07-10",2.4802,180,37318,18.25,0.52
"2001-07-11",2.53,180,37318,18.25,0.52
"2001-07-12",2.5423,180,37318,18.25,0.52
"2001-07-13",2.5538,180,37318,18.25,0.52
"2001-07-16",2.5979,180,37318,18.25,0.52
"2001-07-17",2.5304,180,37318,18.25,0.52
"2001-07-18",2.4696,180,37318,19,0.52
"2001-07-19",2.5032,180,37318,19,0.52
"2001-07-20",2.4573,180,37318,19,0.52
"2001-07-23",2.4108,180,37318,19,0.52
"2001-07-24",2.4247,180,37318,19,0.52
"2001-07-25",2.4914,180,37318,19,0.52
"2001-07-26",2.4836,180,37318,19,0.52
"2001-07-27",2.4971,180,37318,19,0.52
"2001-07-30",2.4334,180,37318,19,0.52
"2001-07-31",2.4313,180,37318,19,0.52
"2001-08-01",2.4935,180,36299,19,0.7
"2001-08-02",2.4877,180,36299,19,0.7
"2001-08-03",2.4884,180,36299,19,0.7
"2001-08-06",2.469,180,36299,19,0.7
"2001-08-07",2.4463,180,36299,19,0.7
"2001-08-08",2.4704,180,36299,19,0.7
"2001-08-09",2.4668,180,36299,19,0.7
"2001-08-10",2.4842,180,36299,19,0.7
"2001-08-13",2.491,180,36299,19,0.7
"2001-08-14",2.514,180,36299,19,0.7
"2001-08-15",2.5005,180,36299,19,0.7
"2001-08-16",2.4877,180,36299,19,0.7
"2001-08-17",2.5235,180,36299,19,0.7
"2001-08-20",2.5306,180,36299,19,0.7
"2001-08-21",2.5353,180,36299,19,0.7
"2001-08-22",2.5231,180,36299,19,0.7
"2001-08-23",2.5282,180,36299,19,0.7
"2001-08-24",2.55,180,36299,19,0.7
"2001-08-27",2.5585,180,36299,19,0.7
"2001-08-28",2.5564,180,36299,19,0.7
"2001-08-29",2.5474,180,36299,19,0.7
"2001-08-30",2.5403,180,36299,19,0.7
"2001-08-31",2.5517,180,36299,19,0.7
"2001-09-03",2.559,180,36299,19,0.7
"2001-09-04",2.5642,180,36299,19,0.7
"2001-09-05",2.5669,180,36299,19,0.7
"2001-09-06",2.5927,180,36299,19,0.7
"2001-09-10",2.6013,180,36299,19,0.7
"2001-09-11",2.6369,180,36299,19,0.7
"2001-09-12",2.6741,180,36299,19,0.7
"2001-09-13",2.6978,180,36299,19,0.7
"2001-09-14",2.6986,180,36299,19,0.7
"2001-09-17",2.6679,180,36299,19,0.7
"2001-09-18",2.6793,180,36299,19,0.7
"2001-09-19",2.7065,180,36299,19,0.7
"2001-09-20",2.7322,180,36299,19,0.7
"2001-09-21",2.8007,180,36299,19,0.7
"2001-09-24",2.7675,180,36299,19,0.7
"2001-09-25",2.7133,180,36299,19,0.7
"2001-09-26",2.7264,180,36299,19,0.7
"2001-09-27",2.705,180,36299,19,0.7
"2001-09-28",2.6713,180,36299,19,0.7
"2001-10-01",2.6866,180,37492,19,0.83
"2001-10-02",2.7038,180,37492,19,0.83
"2001-10-03",2.7287,180,37492,19,0.83
"2001-10-04",2.7326,180,37492,19,0.83
"2001-10-05",2.754,180,37492,19,0.83
"2001-10-08",2.7828,180,37492,19,0.83
"2001-10-09",2.7797,180,37492,19,0.83
"2001-10-10",2.7784,180,37492,19,0.83
"2001-10-11",2.7799,180,37492,19,0.83
"2001-10-15",2.779,180,37492,19,0.83
"2001-10-16",2.7526,180,37492,19,0.83
"2001-10-17",2.7211,180,37492,19,0.83
"2001-10-18",2.7425,180,37492,19,0.83
"2001-10-19",2.7573,180,37492,19,0.83
"2001-10-22",2.7176,180,37492,19,0.83
"2001-10-23",2.7168,180,37492,19,0.83
"2001-10-24",2.7438,180,37492,19,0.83
"2001-10-25",2.7428,180,37492,19,0.83
"2001-10-26",2.729,180,37492,19,0.83
"2001-10-29",2.7246,180,37492,19,0.83
"2001-10-30",2.7231,180,37492,19,0.83
"2001-10-31",2.7071,180,37492,19,0.83
"2001-11-01",2.682,180,37234,19,0.71
"2001-11-05",2.6208,180,37234,19,0.71
"2001-11-06",2.6003,180,37234,19,0.71
"2001-11-07",2.6055,180,37234,19,0.71
"2001-11-08",2.5571,180,37234,19,0.71
"2001-11-09",2.5347,180,37234,19,0.71
"2001-11-12",2.5502,180,37234,19,0.71
"2001-11-13",2.527,180,37234,19,0.71
"2001-11-14",2.5299,180,37234,19,0.71
"2001-11-16",2.5392,180,37234,19,0.71
"2001-11-19",2.5154,180,37234,19,0.71
"2001-11-20",2.535,180,37234,19,0.71
"2001-11-21",2.5411,180,37234,19,0.71
"2001-11-22",2.5383,180,37234,19,0.71
"2001-11-23",2.5134,180,37234,19,0.71
"2001-11-26",2.4894,180,37234,19,0.71
"2001-11-27",2.4604,180,37234,19,0.71
"2001-11-28",2.4857,180,37234,19,0.71
"2001-11-29",2.5072,180,37234,19,0.71
"2001-11-30",2.5287,180,37234,19,0.71
"2001-12-03",2.4672,180,37234,19,0.71
"2001-12-04",2.4289,180,37234,19,0.71
"2001-12-05",2.4306,180,37234,19,0.71
"2001-12-06",2.4435,180,37234,19,0.71
"2001-12-07",2.4005,180,37234,19,0.71
"2001-12-10",2.3579,180,37234,19,0.71
"2001-12-11",2.3417,180,37234,19,0.71
"2001-12-12",2.3551,180,37234,19,0.71
"2001-12-13",2.3847,180,37234,19,0.71
"2001-12-14",2.384,180,37234,19,0.71
"2001-12-17",2.358,180,37234,19,0.71
"2001-12-18",2.343,180,37234,19,0.71
"2001-12-19",2.293,180,37234,19,0.71
"2001-12-20",2.3202,180,37234,19,0.71
"2001-12-21",2.3311,180,37234,19,0.71
"2001-12-24",2.3378,180,37234,19,0.71
"2001-12-26",2.3145,180,37234,19,0.71
"2001-12-27",2.3215,180,37234,19,0.71
"2001-12-28",2.3204,180,37234,19,0.71
"2001-12-31",2.3204,180,37234,19,0.71
"2002-01-02",2.3066,180,37234,19,0.71
"2002-01-03",2.2932,180,37234,19,0.71
"2002-01-04",2.3101,180,37234,19,0.71
"2002-01-07",2.3428,180,37234,19,0.71
"2002-01-08",2.3454,180,37234,19,0.71
"2002-01-09",2.3794,180,37234,19,0.71
"2002-01-10",2.3896,180,37234,19,0.71
"2002-01-11",2.4168,180,37234,19,0.71
"2002-01-14",2.4072,180,37234,19,0.71
"2002-01-15",2.3705,180,37234,19,0.71
"2002-01-16",2.3867,180,37234,19,0.71
"2002-01-17",2.3641,180,37234,19,0.71
"2002-01-18",2.3752,180,37234,19,0.71
"2002-01-21",2.3742,180,37234,19,0.71
"2002-01-22",2.3667,180,37234,19,0.71
"2002-01-23",2.3804,180,37234,19,0.71
"2002-01-24",2.3981,180,37234,19,0.71
"2002-01-25",2.4046,180,37234,19,0.71
"2002-01-28",2.4228,180,37234,19,0.71
"2002-01-29",2.4234,180,37234,19,0.71
"2002-01-30",2.4384,180,37234,19,0.71
"2002-01-31",2.4183,180,37234,19,0.71
"2002-02-01",2.4161,180,35906,19,0.36
"2002-02-04",2.4228,180,35906,19,0.36
"2002-02-05",2.4214,180,35906,19,0.36
"2002-02-06",2.4206,180,35906,19,0.36
"2002-02-07",2.4518,180,35906,19,0.36
"2002-02-08",2.4691,180,35906,19,0.36
"2002-02-13",2.4232,180,35906,19,0.36
"2002-02-14",2.4249,180,35906,19,0.36
"2002-02-15",2.438,180,35906,19,0.36
"2002-02-18",2.4284,180,35906,19,0.36
"2002-02-19",2.4249,180,35906,19,0.36
"2002-02-20",2.4284,180,35906,19,0.36
"2002-02-21",2.4241,180,35906,18.75,0.36
"2002-02-22",2.4273,180,35906,18.75,0.36
"2002-02-25",2.4062,180,35906,18.75,0.36
"2002-02-26",2.3947,180,35906,18.75,0.36
"2002-02-27",2.3827,180,35906,18.75,0.36
"2002-02-28",2.3482,180,35906,18.75,0.36
"2002-03-01",2.3596,180,36721,18.75,0.6
"2002-03-04",2.3432,180,36721,18.75,0.6
"2002-03-05",2.3251,180,36721,18.75,0.6
"2002-03-06",2.352,180,36721,18.75,0.6
"2002-03-07",2.3663,180,36721,18.75,0.6
"2002-03-08",2.3582,180,36721,18.75,0.6
"2002-03-11",2.3487,180,36721,18.75,0.6
"2002-03-12",2.3496,180,36721,18.75,0.6
"2002-03-13",2.3368,180,36721,18.75,0.6
"2002-03-14",2.3441,180,36721,18.75,0.6
"2002-03-15",2.3542,180,36721,18.75,0.6
"2002-03-18",2.3406,180,36721,18.75,0.6
"2002-03-19",2.3432,180,36721,18.75,0.6
"2002-03-20",2.338,180,36721,18.75,0.6
