"date","Dólar","Salario_Minimo","Reservas_Internacionais","Selic","IPCA"
"2019-06-17",3.8895,998,383799,6.5,0.57
"2019-06-18",3.8608,998,383799,6.5,0.57
"2019-06-19",3.8723,998,383799,6.5,0.57
"2019-06-21",3.8255,998,383799,6.5,0.57
"2019-06-24",3.8234,998,383799,6.5,0.57
"2019-06-25",3.8303,998,383799,6.5,0.57
"2019-06-26",3.8441,998,383799,6.5,0.57
"2019-06-27",3.8642,998,383799,6.5,0.57
"2019-06-28",3.8322,998,383799,6.5,0.57
"2019-07-01",3.8193,998,385730,6.5,0.19
"2019-07-02",3.8564,998,385730,6.5,0.19
"2019-07-03",3.8475,998,385730,6.5,0.19
"2019-07-04",3.794,998,385730,6.5,0.19
"2019-07-05",3.8204,998,385730,6.5,0.19
"2019-07-08",3.8065,998,385730,6.5,0.19
"2019-07-09",3.7858,998,385730,6.5,0.19
"2019-07-10",3.7697,998,385730,6.5,0.19
"2019-07-11",3.7533,998,385730,6.5,0.19
"2019-07-12",3.7452,998,385730,6.5,0.19
"2019-07-15",3.7463,998,385730,6.5,0.19
"2019-07-16",3.7624,998,385730,6.5,0.19
"2019-07-17",3.7618,998,385730,6.5,0.19
"2019-07-18",3.7489,998,385730,6.5,0.19
"2019-07-19",3.7408,998,385730,6.5,0.19
"2019-07-22",3.74,998,385730,6.5,0.19
"2019-07-23",3.7621,998,385730,6.5,0.19
"2019-07-24",3.7596,998,385730,6.5,0.19
"2019-07-25",3.7849,998,385730,6.5,0.19
"2019-07-26",3.7741,998,385730,6.5,0.19
"2019-07-29",3.7909,998,385730,6.5,0.19
"2019-07-30",3.79,998,385730,6.5,0.19
"2019-07-31",3.7649,998,385730,6.5,0.19
"2019-08-01",3.8296,998,386478,6,0.11
"2019-08-02",3.8739,998,386478,6,0.11
"2019-08-05",3.9404,998,386478,6,0.11
"2019-08-06",3.9643,998,386478,6,0.11
"2019-08-07",3.985,998,386478,6,0.11
"2019-08-08",3.9409,998,386478,6,0.11
"2019-08-09",3.9362,998,386478,6,0.11
"2019-08-12",3.9966,998,386478,6,0.11
"2019-08-13",3.9736,998,386478,6,0.11
"2019-08-14",4.0074,998,386478,6,0.11
"2019-08-15",4.0188,998,386478,6,0.11
"2019-08-16",3.9933,998,386478,6,0.11
"2019-08-19",4.0274,998,386478,6,0.11
"2019-08-20",4.0425,998,386478,6,0.11
"2019-08-21",4.0254,998,386478,6,0.11
"2019-08-22",4.0444,998,386478,6,0.11
"2019-08-23",4.0851,998,386478,6,0.11
"2019-08-26",4.1367,998,386478,6,0.11
"2019-08-27",4.1557,998,386478,6,0.11
"2019-08-28",4.1559,998,386478,6,0.11
"2019-08-29",4.168,998,386478,6,0.11
"2019-08-30",4.1385,998,386478,6,0.11
"2019-09-02",4.1581,998,386478,6,0.11
"2019-09-03",4.1657,998,386478,6,0.11
"2019-09-04",4.1249,998,386478,6,0.11
"2019-09-05",4.0859,998,386478,6,0.11
"2019-09-06",4.065,998,386478,6,0.11
"2019-09-09",4.0766,998,386478,6,0.11
"2019-09-10",4.1108,998,386478,6,0.11
"2019-09-11",4.0631,998,386478,6,0.11
"2019-09-12",4.0494,998,386478,6,0.11
"2019-09-13",4.0616,998,386478,6,0.11
"2019-09-16",4.0872,998,386478,6,0.11
"2019-09-17",4.0998,998,386478,6,0.11
"2019-09-18",4.0972,998,386478,6,0.11
"2019-09-19",4.1393,998,386478,5.5,0.11
"2019-09-20",4.1687,998,386478,5.5,0.11
"2019-09-23",4.1734,998,386478,5.5,0.11
"2019-09-24",4.1721,998,386478,5.5,0.11
"2019-09-25",4.1827,998,386478,5.5,0.11
"2019-09-26",4.1469,998,386478,5.5,0.11
"2019-09-27",4.1587,998,386478,5.5,0.11
"2019-09-30",4.1644,998,386478,5.5,0.11
"2019-10-01",4.174,998,369836,5.5,0.1
"2019-10-02",4.1546,998,369836,5.5,0.1
"2019-10-03",4.1012,998,369836,5.5,0.1
"2019-10-04",4.061,998,369836,5.5,0.1
"2019-10-07",4.0688,998,369836,5.5,0.1
"2019-10-08",4.0868,998,369836,5.5,0.1
"2019-10-09",4.0954,998,369836,5.5,0.1
"2019-10-10",4.1145,998,369836,5.5,0.1
"2019-10-11",4.106,998,369836,5.5,0.1
"2019-10-14",4.1263,998,369836,5.5,0.1
"2019-10-15",4.1488,998,369836,5.5,0.1
"2019-10-16",4.1714,998,369836,5.5,0.1
"2019-10-17",4.1457,998,369836,5.5,0.1
"2019-10-18",4.1376,998,369836,5.5,0.1
"2019-10-21",4.1319,998,369836,5.5,0.1
"2019-10-22",4.0858,998,369836,5.5,0.1
"2019-10-23",4.0721,998,369836,5.5,0.1
"2019-10-24",4.0089,998,369836,5.5,0.1
"2019-10-25",4.0133,998,369836,5.5,0.1
"2019-10-28",3.9793,998,369836,5.5,0.1
"2019-10-29",3.9946,998,369836,5.5,0.1
"2019-10-30",4.0186,998,369836,5.5,0.1
"2019-10-31",4.0041,998,369836,5,0.1
"2019-11-01",3.9786,998,366376,5,0.51
"2019-11-04",3.9922,998,366376,5,0.51
"2019-11-05",4.0043,998,366376,5,0.51
"2019-11-06",4.0351,998,366376,5,0.51
"2019-11-07",4.0927,998,366376,5,0.51
"2019-11-08",4.1365,998,366376,5,0.51
"2019-11-11",4.1559,998,366376,5,0.51
"2019-11-12",4.1756,998,366376,5,0.51
"2019-11-13",4.1767,998,366376,5,0.51
"2019-11-14",4.1831,998,366376,5,0.51
"2019-11-18",4.1827,998,366376,5,0.51
"2019-11-19",4.2084,998,366376,5,0.51
"2019-11-20",4.2037,998,366376,5,0.51
"2019-11-21",4.2012,998,366376,5,0.51
"2019-11-22",4.1832,998,366376,5,0.51
"2019-11-25",4.2089,998,366376,5,0.51
"2019-11-26",4.2559,998,366376,5,0.51
"2019-11-27",4.2602,998,366376,5,0.51
"2019-11-28",4.248,998,366376,5,0.51
"2019-11-29",4.224,998,366376,5,0.51
"2019-12-02",4.2261,998,366376,5,0.51
"2019-12-03",4.2008,998,366376,5,0.51
"2019-12-04",4.1926,998,366376,5,0.51
"2019-12-05",4.2136,998,366376,5,0.51
"2019-12-06",4.1783,998,366376,5,0.51
"2019-12-09",4.1503,998,366376,5,0.51
"2019-12-10",4.1427,998,366376,5,0.51
"2019-12-11",4.1153,998,366376,5,0.51
"2019-12-12",4.1092,998,366376,4.5,0.51
"2019-12-13",4.0949,998,366376,4.5,0.51
"2019-12-16",4.0801,998,366376,4.5,0.51
"2019-12-17",4.0687,998,366376,4.5,0.51
"2019-12-18",4.0548,998,366376,4.5,0.51
"2019-12-19",4.0633,998,366376,4.5,0.51
"2019-12-20",4.0777,998,366376,4.5,0.51
"2019-12-23",4.0757,998,366376,4.5,0.51
"2019-12-24",4.0813,998,366376,4.5,0.51
"2019-12-26",4.0601,998,366376,4.5,0.51
"2019-12-27",4.0545,998,366376,4.5,0.51
"2019-12-30",4.0307,998,366376,4.5,0.51
"2019-12-31",4.0307,998,366376,4.5,0.51
"2020-01-02",4.0213,998,366376,4.5,0.51
"2020-01-03",4.0522,998,366376,4.5,0.51
"2020-01-06",4.0554,998,366376,4.5,0.51
"2020-01-07",4.0841,998,366376,4.5,0.51
"2020-01-08",4.0672,998,366376,4.5,0.51
"2020-01-09",4.0744,998,366376,4.5,0.51
"2020-01-10",4.0745,998,366376,4.5,0.51
"2020-01-13",4.1309,998,366376,4.5,0.51
"2020-01-14",4.1443,998,366376,4.5,0.51
"2020-01-15",4.1622,998,366376,4.5,0.51
"2020-01-16",4.1726,998,366376,4.5,0.51
"2020-01-17",4.1837,998,366376,4.5,0.51
"2020-01-20",4.1829,998,366376,4.5,0.51
"2020-01-21",4.2014,998,366376,4.5,0.51
"2020-01-22",4.1889,998,366376,4.5,0.51
"2020-01-23",4.1662,998,366376,4.5,0.51
"2020-01-24",4.1769,998,366376,4.5,0.51
"2020-01-27",4.2196,998,366376,4.5,0.51
"2020-01-28",4.2064,998,366376,4.5,0.51
"2020-01-29",4.2013,998,366376,4.5,0.51
"2020-01-30",4.2523,998,366376,4.5,0.51
"2020-01-31",4.2695,998,366376,4.5,0.51
"2020-02-03",4.2475,998,366376,4.5,0.51
"2020-02-04",4.2381,998,366376,4.5,0.51
"2020-02-05",4.2449,998,366376,4.5,0.51
"2020-02-06",4.2477,998,366376,4.25,0.51
"2020-02-07",4.3076,998,366376,4.25,0.51
"2020-02-10",4.3195,998,366376,4.25,0.51
"2020-02-11",4.3148,998,366376,4.25,0.51
"2020-02-12",4.3366,998,366376,4.25,0.51
"2020-02-13",4.3389,998,366376,4.25,0.51
"2020-02-14",4.3163,998,366376,4.25,0.51
"2020-02-17",4.3157,998,366376,4.25,0.51
"2020-02-18",4.3471,998,366376,4.25,0.51
"2020-02-19",4.3728,998,366376,4.25,0.51
"2020-02-20",4.3873,998,366376,4.25,0.51
"2020-02-21",4.3924,998,366376,4.25,0.51
"2020-02-26",4.4359,998,366376,4.25,0.51
"2020-02-27",4.4764,998,366376,4.25,0.51
"2020-02-28",4.4987,998,366376,4.25,0.51
"2020-03-02",4.4946,998,366376,4.25,0.51
"2020-03-03",4.4883,998,366376,4.25,0.51
"2020-03-04",4.5258,998,366376,4.25,0.51
"2020-03-05",4.6207,998,366376,4.25,0.51
"2020-03-06",4.6459,998,366376,4.25,0.51
"2020-03-09",4.7379,998,366376,4.25,0.51
"2020-03-10",4.6693,998,366376,4.25,0.51
"2020-03-11",4.6738,998,366376,4.25,0.51
"2020-03-12",4.8833,998,366376,4.25,0.51
"2020-03-13",4.7362,998,366376,4.25,0.51
"2020-03-16",4.9471,998,366376,4.25,0.51
"2020-03-17",5.0496,998,366376,4.25,0.51
"2020-03-18",5.1107,998,366376,4.25,0.51
"2020-03-19",5.1444,998,366376,3.75,0.51
"2020-03-20",5.0248,998,366376,3.75,0.51
"2020-03-23",5.0805,998,366376,3.75,0.51
"2020-03-24",5.0713,998,366376,3.75,0.51
"2020-03-25",5.0706,998,366376,3.75,0.51
"2020-03-26",5.001,998,366376,3.75,0.51
"2020-03-27",5.1109,998,366376,3.75,0.51
"2020-03-30",5.1594,998,366376,3.75,0.51
"2020-03-31",5.1987,998,366376,3.75,0.51
"2020-04-01",5.2404,1045,339317,3.75,-0.31
"2020-04-02",5.2651,1045,339317,3.75,-0.31
"2020-04-03",5.2997,1045,339317,3.75,-0.31
"2020-04-06",5.2471,1045,339317,3.75,-0.31
"2020-04-07",5.2217,1045,339317,3.75,-0.31
"2020-04-08",5.2123,1045,339317,3.75,-0.31
"2020-04-09",5.0779,1045,339317,3.75,-0.31
"2020-04-13",5.1824,1045,339317,3.75,-0.31
"2020-04-14",5.1858,1045,339317,3.75,-0.31
"2020-04-15",5.2579,1045,339317,3.75,-0.31
"2020-04-16",5.2377,1045,339317,3.75,-0.31
"2020-04-17",5.2573,1045,339317,3.75,-0.31
"2020-04-20",5.2837,1045,339317,3.75,-0.31
"2020-04-22",5.3847,1045,339317,3.75,-0.31
"2020-04-23",5.4467,1045,339317,3.75,-0.31
"2020-04-24",5.651,1045,339317,3.75,-0.31
"2020-04-27",5.6358,1045,339317,3.75,-0.31
"2020-04-28",5.5683,1045,339317,3.75,-0.31
"2020-04-29",5.4291,1045,339317,3.75,-0.31
"2020-04-30",5.427,1045,339317,3.75,-0.31
"2020-05-04",5.5816,1045,339317,3.75,-0.31
"2020-05-05",5.5354,1045,339317,3.75,-0.31
"2020-05-06",5.6676,1045,339317,3.75,-0.31
"2020-05-07",5.8365,1045,339317,3,-0.31
"2020-05-08",5.7653,1045,339317,3,-0.31
"2020-05-11",5.7954,1045,339317,3,-0.31
"2020-05-12",5.7723,1045,339317,3,-0.31
"2020-05-13",5.9022,1045,339317,3,-0.31
"2020-05-14",5.9372,1045,339317,3,-0.31
"2020-05-15",5.8229,1045,339317,3,-0.31
"2020-05-18",5.7375,1045,339317,3,-0.31
"2020-05-19",5.7216,1045,339317,3,-0.31
"2020-05-20",5.6968,1045,339317,3,-0.31
"2020-05-21",5.6019,1045,339317,3,-0.31
"2020-05-22",5.5808,1045,339317,3,-0.31
"2020-05-25",5.4772,1045,339317,3,-0.31
"2020-05-26",5.3707,1045,339317,3,-0.31
"2020-05-27",5.2992,1045,339317,3,-0.31
"2020-05-28",5.3405,1045,339317,3,-0.31
"2020-05-29",5.4263,1045,339317,3,-0.31
"2020-06-01",5.3639,1045,348781,3,0.26
"2020-06-02",5.2601,1045,348781,3,0.26
"2020-06-03",5.0516,1045,348781,3,0.26
"2020-06-04",5.1041,1045,348781,3,0.26
"2020-06-05",4.9775,1045,348781,3,0.26
"2020-06-08",4.9331,1045,348781,3,0.26
"2020-06-09",4.9057,1045,348781,3,0.26
"2020-06-10",4.8894,1045,348781,3,0.26
"2020-06-12",5.0373,1045,348781,3,0.26
"2020-06-15",5.1883,1045,348781,3,0.26
"2020-06-16",5.1285,1045,348781,3,0.26
"2020-06-17",5.2499,1045,348781,3,0.26
"2020-06-18",5.3468,1045,348781,2.25,0.26
"2020-06-19",5.3466,1045,348781,2.25,0.26
"2020-06-22",5.2226,1045,348781,2.25,0.26
"2020-06-23",5.1705,1045,348781,2.25,0.26
"2020-06-24",5.2435,1045,348781,2.25,0.26
"2020-06-25",5.3287,1045,348781,2.25,0.26
"2020-06-26",5.4629,1045,348781,2.25,0.26
"2020-06-29",5.4416,1045,348781,2.25,0.26
"2020-06-30",5.476,1045,348781,2.25,0.26
"2020-07-01",5.3651,1045,354664,2.25,0.36
"2020-07-02",5.3028,1045,354664,2.25,0.36
"2020-07-03",5.3374,1045,354664,2.25,0.36
"2020-07-06",5.3085,1045,354664,2.25,0.36
"2020-07-07",5.3318,1045,354664,2.25,0.36
"2020-07-08",5.3482,1045,354664,2.25,0.36
"2020-07-09",5.2978,1045,354664,2.25,0.36
"2020-07-10",5.344,1045,354664,2.25,0.36
"2020-07-13",5.3486,1045,354664,2.25,0.36
"2020-07-14",5.4288,1045,354664,2.25,0.36
"2020-07-15",5.3491,1045,354664,2.25,0.36
"2020-07-16",5.356,1045,354664,2.25,0.36
"2020-07-17",5.351,1045,354664,2.25,0.36
"2020-07-20",5.3635,1045,354664,2.25,0.36
"2020-07-21",5.2283,1045,354664,2.25,0.36
"2020-07-22",5.1111,1045,354664,2.25,0.36
"2020-07-23",5.1647,1045,354664,2.25,0.36
"2020-07-24",5.2146,1045,354664,2.25,0.36
"2020-07-27",5.1889,1045,354664,2.25,0.36
"2020-07-28",5.1777,1045,354664,2.25,0.36
"2020-07-29",5.1395,1045,354664,2.25,0.36
"2020-07-30",5.1837,1045,354664,2.25,0.36
"2020-07-31",5.2033,1045,354664,2.25,0.36
"2020-08-03",5.3075,1045,354664,2.25,0.36
"2020-08-04",5.3329,1045,354664,2.25,0.36
"2020-08-05",5.276,1045,354664,2.25,0.36
"2020-08-06",5.3431,1045,354664,2,0.36
"2020-08-07",5.4227,1045,354664,2,0.36
"2020-08-10",5.3933,1045,354664,2,0.36
"2020-08-11",5.4285,1045,354664,2,0.36
"2020-08-12",5.4551,1045,354664,2,0.36
"2020-08-13",5.3801,1045,354664,2,0.36
"2020-08-14",5.3852,1045,354664,2,0.36
"2020-08-17",5.4497,1045,354664,2,0.36
"2020-08-18",5.4659,1045,354664,2,0.36
"2020-08-19",5.4906,1045,354664,2,0.36
"2020-08-20",5.651,1045,354664,2,0.36
"2020-08-21",5.6064,1045,354664,2,0.36
"2020-08-24",5.5954,1045,354664,2,0.36
"2020-08-25",5.5997,1045,354664,2,0.36
"2020-08-26",5.568,1045,354664,2,0.36
"2020-08-27",5.5956,1045,354664,2,0.36
"2020-08-28",5.4679,1045,354664,2,0.36
"2020-08-31",5.4713,1045,354664,2,0.36
"2020-09-01",5.3732,1045,356606,2,0.64
"2020-09-02",5.3741,1045,356606,2,0.64
"2020-09-03",5.3079,1045,356606,2,0.64
"2020-09-04",5.2848,1045,356606,2,0.64
"2020-09-08",5.3698,1045,356606,2,0.64
"2020-09-09",5.3024,1045,356606,2,0.64
"2020-09-10",5.2936,1045,356606,2,0.64
"2020-09-11",5.2854,1045,356606,2,0.64
"2020-09-14",5.2984,1045,356606,2,0.64
"2020-09-15",5.2728,1045,356606,2,0.64
"2020-09-16",5.2532,1045,356606,2,0.64
"2020-09-17",5.2593,1045,356606,2,0.64
"2020-09-18",5.2889,1045,356606,2,0.64
"2020-09-21",5.444,1045,356606,2,0.64
"2020-09-22",5.4329,1045,356606,2,0.64
"2020-09-23",5.5311,1045,356606,2,0.64
"2020-09-24",5.5714,1045,356606,2,0.64
"2020-09-25",5.5667,1045,356606,2,0.64
"2020-09-28",5.5858,1045,356606,2,0.64
"2020-09-29",5.6528,1045,356606,2,0.64
"2020-09-30",5.6407,1045,356606,2,0.64
"2020-10-01",5.6441,1045,354546,2,0.86
"2020-10-02",5.6464,1045,354546,2,0.86
"2020-10-05",5.6299,1045,354546,2,0.86
"2020-10-06",5.5205,1045,354546,2,0.86
"2020-10-07",5.6018,1045,354546,2,0.86
"2020-10-08",5.62,1045,354546,2,0.86
"2020-10-09",5.5393,1045,354546,2,0.86
"2020-10-13",5.5859,1045,354546,2,0.86
"2020-10-14",5.5675,1045,354546,2,0.86
"2020-10-15",5.6172,1045,354546,2,0.86
"2020-10-16",5.6226,1045,354546,2,0.86
"2020-10-19",5.6023,1045,354546,2,0.86
"2020-10-20",5.583,1045,354546,2,0.86
"2020-10-21",5.6006,1045,354546,2,0.86
"2020-10-22",5.582,1045,354546,2,0.86
"2020-10-23",5.612,1045,354546,2,0.86
"2020-10-26",5.6328,1045,354546,2,0.86
"2020-10-27",5.6491,1045,354546,2,0.86
"2020-10-28",5.7325,1045,354546,2,0.86
"2020-10-29",5.7803,1045,354546,2,0.86
"2020-10-30",5.7718,1045,354546,2,0.86
"2020-11-03",5.6895,1045,354546,2,0.86
"2020-11-04",5.6932,1045,354546,2,0.86
"2020-11-05",5.5624,1045,354546,2,0.86
"2020-11-06",5.5313,1045,354546,2,0.86
"2020-11-09",5.2821,1045,354546,2,0.86
"2020-11-10",5.3696,1045,354546,2,0.86
"2020-11-11",5.402,1045,354546,2,0.86
"2020-11-12",5.4094,1045,354546,2,0.86
"2020-11-13",5.4854,1045,354546,2,0.86
"2020-11-16",5.4198,1045,354546,2,0.86
"2020-11-17",5.3968,1045,354546,2,0.86
"2020-11-18",5.2932,1045,354546,2,0.86
"2020-11-19",5.333,1045,354546,2,0.86
"2020-11-20",5.3505,1045,354546,2,0.86
"2020-11-23",5.3828,1045,354546,2,0.86
"2020-11-24",5.4037,1045,354546,2,0.86
"2020-11-25",5.3508,1045,354546,2,0.86
"2020-11-26",5.3201,1045,354546,2,0.86
"2020-11-27",5.3494,1045,354546,2,0.86
"2020-11-30",5.3317,1045,354546,2,0.86
"2020-12-01",5.2789,1045,355620,2,1.35
"2020-12-02",5.2267,1045,355620,2,1.35
"2020-12-03",5.1625,1045,355620,2,1.35
"2020-12-04",5.1706,1045,355620,2,1.35
"2020-12-07",5.1018,1045,355620,2,1.35
"2020-12-08",5.092,1045,355620,2,1.35
"2020-12-09",5.1109,1045,355620,2,1.35
"2020-12-10",5.0852,1045,355620,2,1.35
"2020-12-11",5.0691,1045,355620,2,1.35
"2020-12-14",5.0578,1045,355620,2,1.35
"2020-12-15",5.0968,1045,355620,2,1.35
"2020-12-16",5.1057,1045,355620,2,1.35
"2020-12-17",5.0612,1045,355620,2,1.35
"2020-12-18",5.0986,1045,355620,2,1.35
"2020-12-21",5.1572,1045,355620,2,1.35
"2020-12-22",5.1473,1045,355620,2,1.35
"2020-12-23",5.174,1045,355620,2,1.35
"2020-12-24",5.18,1045,355620,2,1.35
"2020-12-28",5.239,1045,355620,2,1.35
"2020-12-29",5.1942,1045,355620,2,1.35
"2020-12-30",5.1967,1045,355620,2,1.35
"2020-12-31",5.1967,1045,355620,2,1.35
"2021-01-04",5.1626,1045,355620,2,1.35
"2021-01-05",5.3269,1045,355620,2,1.35
"2021-01-06",5.3182,1045,355620,2,1.35
"2021-01-07",5.3433,1045,355620,2,1.35
"2021-01-08",5.3683,1045,355620,2,1.35
"2021-01-11",5.4966,1045,355620,2,1.35
"2021-01-12",5.4637,1045,355620,2,1.35
"2021-01-13",5.307,1045,355620,2,1.35
"2021-01-14",5.2617,1045,355620,2,1.35
"2021-01-15",5.2714,1045,355620,2,1.35
"2021-01-18",5.2788,1045,355620,2,1.35
"2021-01-19",5.2945,1045,355620,2,1.35
"2021-01-20",5.3033,1045,355620,2,1.35
"2021-01-21",5.3166,1045,355620,2,1.35
"2021-01-22",5.4301,1045,355620,2,1.35
"2021-01-25",5.5089,1045,355620,2,1.35
"2021-01-26",5.3865,1045,355620,2,1.35
"2021-01-27",5.3824,1045,355620,2,1.35
"2021-01-28",5.4282,1045,355620,2,1.35
"2021-01-29",5.4759,1045,355620,2,1.35
"2021-02-01",5.4608,1100,356070,2,0.86
"2021-02-02",5.3875,1100,356070,2,0.86
"2021-02-03",5.3423,1100,356070,2,0.86
"2021-02-04",5.391,1100,356070,2,0.86
"2021-02-05",5.3884,1100,356070,2,0.86
"2021-02-08",5.367,1100,356070,2,0.86
"2021-02-09",5.4216,1100,356070,2,0.86
"2021-02-10",5.4024,1100,356070,2,0.86
"2021-02-11",5.3626,1100,356070,2,0.86
"2021-02-12",5.3815,1100,356070,2,0.86
"2021-02-17",5.4138,1100,356070,2,0.86
"2021-02-18",5.4238,1100,356070,2,0.86
"2021-02-19",5.3924,1100,356070,2,0.86
"2021-02-22",5.5044,1100,356070,2,0.86
"2021-02-23",5.449,1100,356070,2,0.86
"2021-02-24",5.4182,1100,356070,2,0.86
"2021-02-25",5.46,1100,356070,2,0.86
"2021-02-26",5.5302,1100,356070,2,0.86
"2021-03-01",5.5832,1100,347413,2,0.93
"2021-03-02",5.6844,1100,347413,2,0.93
"2021-03-03",5.7342,1100,347413,2,0.93
"2021-03-04",5.6008,1100,347413,2,0.93
"2021-03-05",5.687,1100,347413,2,0.93
"2021-03-08",5.7343,1100,347413,2,0.93
"2021-03-09",5.8397,1100,347413,2,0.93
"2021-03-10",5.7449,1100,347413,2,0.93
"2021-03-11",5.589,1100,347413,2,0.93
"2021-03-12",5.564,1100,347413,2,0.93
"2021-03-15",5.6296,1100,347413,2,0.93
"2021-03-16",5.5851,1100,347413,2,0.93
"2021-03-17",5.6579,1100,347413,2,0.93
"2021-03-18",5.5474,1100,347413,2.75,0.93
"2021-03-19",5.5082,1100,347413,2.75,0.93
"2021-03-22",5.5269,1100,347413,2.75,0.93
"2021-03-23",5.4951,1100,347413,2.75,0.93
"2021-03-24",5.533,1100,347413,2.75,0.93
"2021-03-25",5.6585,1100,347413,2.75,0.93
"2021-03-26",5.7042,1100,347413,2.75,0.93
"2021-03-29",5.7925,1100,347413,2.75,0.93
"2021-03-30",5.7642,1100,347413,2.75,0.93
"2021-03-31",5.6973,1100,347413,2.75,0.93
"2021-04-01",5.6849,1100,350996,2.75,0.31
"2021-04-05",5.6579,1100,350996,2.75,0.31
"2021-04-06",5.6263,1100,350996,2.75,0.31
"2021-04-07",5.5864,1100,350996,2.75,0.31
"2021-04-08",5.5817,1100,350996,2.75,0.31
"2021-04-09",5.6445,1100,350996,2.75,0.31
"2021-04-12",5.6582,1100,350996,2.75,0.31
"2021-04-13",5.7064,1100,350996,2.75,0.31
"2021-04-14",5.6936,1100,350996,2.75,0.31
"2021-04-15",5.6234,1100,350996,2.75,0.31
"2021-04-16",5.6328,1100,350996,2.75,0.31
"2021-04-19",5.575,1100,350996,2.75,0.31
"2021-04-20",5.5266,1100,350996,2.75,0.31
"2021-04-22",5.497,1100,350996,2.75,0.31
"2021-04-23",5.4787,1100,350996,2.75,0.31
"2021-04-26",5.4566,1100,350996,2.75,0.31
"2021-04-27",5.4424,1100,350996,2.75,0.31
"2021-04-28",5.4005,1100,350996,2.75,0.31
"2021-04-29",5.3662,1100,350996,2.75,0.31
"2021-04-30",5.4036,1100,350996,2.75,0.31
"2021-05-03",5.4087,1100,350996,2.75,0.31
"2021-05-04",5.4505,1100,350996,2.75,0.31
"2021-05-05",5.3872,1100,350996,2.75,0.31
"2021-05-06",5.2897,1100,350996,3.5,0.31
"2021-05-07",5.2217,1100,350996,3.5,0.31
"2021-05-10",5.2227,1100,350996,3.5,0.31
"2021-05-11",5.2403,1100,350996,3.5,0.31
"2021-05-12",5.2353,1100,350996,3.5,0.31
"2021-05-13",5.2815,1100,350996,3.5,0.31
"2021-05-14",5.2701,1100,350996,3.5,0.31
"2021-05-17",5.2755,1100,350996,3.5,0.31
"2021-05-18",5.2588,1100,350996,3.5,0.31
"2021-05-19",5.2822,1100,350996,3.5,0.31
"2021-05-20",5.2905,1100,350996,3.5,0.31
"2021-05-21",5.3027,1100,350996,3.5,0.31
"2021-05-24",5.3198,1100,350996,3.5,0.31
"2021-05-25",5.3143,1100,350996,3.5,0.31
"2021-05-26",5.3164,1100,350996,3.5,0.31
"2021-05-27",5.284,1100,350996,3.5,0.31
"2021-05-28",5.2281,1100,350996,3.5,0.31
"2021-05-31",5.2322,1100,350996,3.5,0.31
"2021-06-01",5.1636,1100,352486,3.5,0.53
"2021-06-02",5.1147,1100,352486,3.5,0.53
"2021-06-04",5.0666,1100,352486,3.5,0.53
"2021-06-07",5.0498,1100,352486,3.5,0.53
"2021-06-08",5.0489,1100,352486,3.5,0.53
"2021-06-09",5.0533,1100,352486,3.5,0.53
"2021-06-10",5.0635,1100,352486,3.5,0.53
"2021-06-11",5.119,1100,352486,3.5,0.53
"2021-06-14",5.0707,1100,352486,3.5,0.53
"2021-06-15",5.0874,1100,352486,3.5,0.53
"2021-06-16",5.0207,1100,352486,3.5,0.53
"2021-06-17",5.0359,1100,352486,4.25,0.53
"2021-06-18",5.0314,1100,352486,4.25,0.53
"2021-06-21",5.0373,1100,352486,4.25,0.53
"2021-06-22",5.0178,1100,352486,4.25,0.53
"2021-06-23",4.9519,1100,352486,4.25,0.53
"2021-06-24",4.9277,1100,352486,4.25,0.53
"2021-06-25",4.9206,1100,352486,4.25,0.53
"2021-06-28",4.942,1100,352486,4.25,0.53
"2021-06-29",4.945,1100,352486,4.25,0.53
"2021-06-30",5.0022,1100,352486,4.25,0.53
"2021-07-01",5.0055,1100,355671,4.25,0.96
"2021-07-02",5.0293,1100,355671,4.25,0.96
"2021-07-05",5.0749,1100,355671,4.25,0.96
"2021-07-06",5.1645,1100,355671,4.25,0.96
"2021-07-07",5.2328,1100,355671,4.25,0.96
"2021-07-08",5.2587,1100,355671,4.25,0.96
"2021-07-09",5.2393,1100,355671,4.25,0.96
"2021-07-12",5.2239,1100,355671,4.25,0.96
"2021-07-13",5.177,1100,355671,4.25,0.96
"2021-07-14",5.088,1100,355671,4.25,0.96
"2021-07-15",5.1,1100,355671,4.25,0.96
"2021-07-16",5.0941,1100,355671,4.25,0.96
"2021-07-19",5.1978,1100,355671,4.25,0.96
"2021-07-20",5.2465,1100,355671,4.25,0.96
"2021-07-21",5.2516,1100,355671,4.25,0.96
"2021-07-22",5.1978,1100,355671,4.25,0.96
"2021-07-23",5.1701,1100,355671,4.25,0.96
"2021-07-26",5.1863,1100,355671,4.25,0.96
"2021-07-27",5.1669,1100,355671,4.25,0.96
"2021-07-28",5.1527,1100,355671,4.25,0.96
"2021-07-29",5.0682,1100,355671,4.25,0.96
"2021-07-30",5.1216,1100,355671,4.25,0.96
"2021-08-02",5.1379,1100,355671,4.25,0.96
"2021-08-03",5.2464,1100,355671,4.25,0.96
"2021-08-04",5.2091,1100,355671,4.25,0.96
"2021-08-05",5.1464,1100,355671,5.25,0.96
"2021-08-06",5.241,1100,355671,5.25,0.96
"2021-08-09",5.2774,1100,355671,5.25,0.96
"2021-08-10",5.2217,1100,355671,5.25,0.96
"2021-08-11",5.2013,1100,355671,5.25,0.96
